artist,track,listeners,playcount
Doja Cat,Agora Hills,1111747,20168858
Doja Cat,Get Into It (Yuh),1029686,14399920
Doja Cat,Boss Bitch,1003486,12175758
Doja Cat,So High,964829,11936104
Doja Cat,Rules,888441,11985472
Doja Cat,Candy,883966,9347349
Doja Cat,Tia Tamera (feat. Rico Nasty),784748,8713539
Doja Cat,Like That (feat. Gucci Mane),781403,8138060
Doja Cat,Juicy,732950,8203238
Doja Cat,Freak,659472,5699397
Doja Cat,Been Like This,658703,8883967
Doja Cat,Cyber Sex,652755,7121880
Chappell Roan,"Good Luck, Babe!",2007394,57057595
Chappell Roan,HOT TO GO!,1542777,32041135
Chappell Roan,Pink Pony Club,1453436,25534714
Chappell Roan,Red Wine Supernova,1279313,30631680
Chappell Roan,Casual,1252090,28542552
Chappell Roan,Femininomenon,1067709,19091922
Chappell Roan,My Kink Is Karma,990352,19119199
Chappell Roan,The Subway,890937,15314985
Chappell Roan,Naked in Manhattan,855618,14267326
Chappell Roan,Picture You,843308,12532393
Chappell Roan,Super Graphic Ultra Modern Girl,840045,13417297
Chappell Roan,After Midnight,808511,12112154
Chappell Roan,The Giver,642782,7163539
Chappell Roan,Coffee,618417,5838675
Chappell Roan,Kaleidoscope,591628,5957296
Chappell Roan,California,579538,6090083
Chappell Roan,Guilty Pleasure,505383,4932178
Chappell Roan,Love Me Anyway,450174,3564279
Chappell Roan,School Nights,209365,838378
Chappell Roan,Good Hurt,161688,564696
The Mar├Łas,No One Noticed,1476835,30340497
The Mar├Łas,Sienna,1079321,17426907
The Mar├Łas,Heavy,942908,15122893
The Mar├Łas,Only in My Dreams,760904,7880308
The Mar├Łas,No One Noticed (Extended Spanish),739076,6905524
The Mar├Łas,Run Your Mouth,729146,7973725
The Mar├Łas,Cari├▒o,723869,8858131
The Mar├Łas,Nobody New,701066,7685157
The Mar├Łas,Paranoia,680576,7112736
The Mar├Łas,Back To Me,674531,8493536
The Mar├Łas,Lejos de Ti,634729,6115240
The Mar├Łas,Over the Moon,619280,6939090
The Mar├Łas,Real Life,615671,5133976
The Mar├Łas,Love You Anyway,557141,4533896
The Mar├Łas,I Don't Know You,553470,5156518
The Mar├Łas,No One Noticed (Extended English),540260,4641737
The Mar├Łas,All I Really Want Is You,495252,4288928
The Mar├Łas,Hush,471368,3617495
The Mar├Łas,Spin Me Around,380286,2544705
The Mar├Łas,Ay No Puedo,374608,3041354
Gorillaz,Feel Good Inc.,3154446,37904894
Gorillaz,Clint Eastwood,2583155,22084028
Gorillaz,On Melancholy Hill,2226695,26734240
Gorillaz,DARE,2148996,19331358
Gorillaz,Rhinestone Eyes,1781620,18322871
Gorillaz,Dirty Harry,1601197,11923654
Gorillaz,Kids with Guns,1432078,10133325
Gorillaz,19-2000,1236159,8592401
Gorillaz,She's My Collar (feat. Kali Uchis),1211591,14205234
Gorillaz,November Has Come,1127683,7402796
Gorillaz,O Green World,1112466,6940390
Gorillaz,Last Living Souls,1011267,5717041
Gorillaz,Tomorrow Comes Today,988571,6559705
Gorillaz,Every Planet We Reach Is Dead,940929,5419574
Gorillaz,Empire Ants (feat. Little Dragon),898964,8942373
Gorillaz,Feel Good Inc,867236,6455923
Gorillaz,All Alone,858172,4755030
Gorillaz,El Ma├▒ana,857217,5740182
Gorillaz,New Gold (feat. Tame Impala and Bootie Brown),850701,7761905
Gorillaz,Intro,830043,3598425
Fleetwood Mac,Dreams - 2004 Remaster,1894080,26446166
Fleetwood Mac,The Chain - 2004 Remaster,1688899,21114583
Fleetwood Mac,Landslide,1487195,14491284
Fleetwood Mac,Rhiannon,1333783,11211857
Fleetwood Mac,Everywhere - 2017 Remaster,1102186,10092830
Fleetwood Mac,Go Your Own Way - 2004 Remaster,1059153,9164011
Fleetwood Mac,Go Your Own Way,957355,6356005
Fleetwood Mac,Dreams,954500,6852865
Fleetwood Mac,Gypsy,949582,7214554
Fleetwood Mac,Silver Springs - 2004 Remaster,863113,10958390
Fleetwood Mac,Everywhere,783992,5016368
Fleetwood Mac,Little Lies - 2017 Remaster,716709,5512725
Fleetwood Mac,Never Going Back Again - 2004 Remaster,691514,5114565
Fleetwood Mac,Don't Stop - 2004 Remaster,678524,3955719
Fleetwood Mac,You Make Loving Fun - 2004 Remaster,650992,4663394
Fleetwood Mac,Little Lies,642636,4137734
Fleetwood Mac,The Chain,621268,4488072
Fleetwood Mac,Don't Stop,589351,3124083
Fleetwood Mac,Say You Love Me,559584,2970940
Fleetwood Mac,You Make Loving Fun,498065,2618483
Mitski,My Love Mine All Mine,1969287,48676319
Mitski,Washing Machine Heart,1817433,34607639
Mitski,I Bet on Losing Dogs,1402087,31236443
Mitski,Nobody,1379935,22718202
Mitski,Francis Forever,1245187,24384520
Mitski,First Love/Late Spring,1180810,18354865
Mitski,Me and My Husband,1145279,18748905
Mitski,A Pearl,973541,16747936
Mitski,Liquid Smooth,953626,16242676
Mitski,I Want You,940795,16459045
Mitski,Your Best American Girl,881178,14476760
Mitski,Once More to See You,702748,12965629
Mitski,Last Words of a Shooting Star,684060,11257765
Mitski,A Burning Hill,679482,10344599
Mitski,Brand New City,662481,12138018
Mitski,Strawberry Blond,655932,7752080
Mitski,Pink in the Night,640527,9455979
Mitski,Why Didn't You Stop Me?,637533,8491003
Mitski,Class of 2013,613947,8965784
Mitski,First Love / Late Spring,572505,9698367
Harry Styles,As It Was,1946710,40725839
Harry Styles,Watermelon Sugar,1468200,19320811
Harry Styles,Adore You,1374489,19710134
Harry Styles,Sign of the Times,1339994,17065526
Harry Styles,Falling,1053537,14150015
Harry Styles,Late Night Talking,1047666,16140064
Harry Styles,Golden,992436,14725559
Harry Styles,Matilda,945993,16065745
Harry Styles,Fine Line,893007,14707349
Harry Styles,Satellite,795228,14818039
Harry Styles,Lights Up,774238,12585951
Harry Styles,Kiwi,767375,9506766
Harry Styles,Sweet Creature,735601,8387496
Harry Styles,Music for a Sushi Restaurant,732378,9787129
Harry Styles,Cherry,720096,10025607
Harry Styles,Little Freak,707373,12363663
Harry Styles,Keep Driving,703399,12537632
Harry Styles,Daylight,689283,10770819
Harry Styles,From the Dining Table,683196,10238196
Harry Styles,She,674928,8029962
Deftones,Change (In the House of Flies),1827240,26448984
Deftones,My Own Summer (Shove It),1785258,26059450
Deftones,Be Quiet and Drive (Far Away),1566862,26685658
Deftones,Sextape,1488960,26706920
Deftones,Cherry Waves,1290614,21407795
Deftones,Digital Bath,1206220,13459447
Deftones,Mascara,1195213,15112135
Deftones,Around the Fur,967611,9787331
Deftones,Rosemary,939984,13026988
Deftones,Passenger,912587,8589671
Deftones,Please Please Please Let Me Get What I Want - 2005 Remaster,908917,15038750
Deftones,Diamond Eyes,853985,10032601
Deftones,Entombed,849262,11041040
Deftones,Hole in the Earth,795976,9278101
Deftones,7 Words,791185,8334619
Deftones,Minerva,769323,6375619
Deftones,Risk,752378,8481319
Deftones,Beauty School,746005,9350493
Deftones,Beware,740794,9584263
Deftones,RX Queen,733324,5736522
The Smiths,There Is a Light That Never Goes Out - 2011 Remaster,1827213,28923455
The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,1604035,23859999
The Smiths,This Charming Man - 2011 Remaster,1594289,23885092
The Smiths,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",1396005,19910398
The Smiths,Back to the Old House - 2011 Remaster,1363324,21253568
The Smiths,This Night Has Opened My Eyes - 2011 Remaster,1254525,18987522
The Smiths,Bigmouth Strikes Again - 2011 Remaster,1051483,12814690
The Smiths,How Soon Is Now? - 2011 Remaster,1039112,10641052
The Smiths,I Know It's Over - 2011 Remaster,1002571,12331111
The Smiths,There Is a Light That Never Goes Out,947159,10173130
The Smiths,This Charming Man,858988,8189869
The Smiths,Pretty Girls Make Graves - 2011 Remaster,809975,7874476
The Smiths,Well I Wonder - 2011 Remaster,739611,6224978
The Smiths,That Joke Isn't Funny Anymore,722818,5082738
The Smiths,Asleep - 2011 Remaster,680586,6220400
The Smiths,Bigmouth Strikes Again,674954,6127948
The Smiths,How Soon Is Now?,644690,4447548
The Smiths,Cemetry Gates - 2011 Remaster,630730,5505962
The Smiths,I Don't Owe You Anything - 2011 Remaster,624616,4367008
The Smiths,Still Ill - 2011 Remaster,601653,5319830
Linkin Park,In the End,3191083,38102633
Linkin Park,Numb,2967001,34801975
Linkin Park,Faint,2254241,27724272
Linkin Park,One Step Closer,2156487,23873584
Linkin Park,What I've Done,2075442,22405352
Linkin Park,Somewhere I Belong,1937975,21229432
Linkin Park,Crawling,1912295,18910913
Linkin Park,Papercut,1714426,18778819
Linkin Park,Breaking the Habit,1666352,18012305
Linkin Park,Bleed It Out,1568094,16743153
Linkin Park,Lying from You,1408613,14871560
Linkin Park,Leave Out All the Rest,1286363,13112731
Linkin Park,Given Up,1280289,14195457
Linkin Park,Points of Authority,1166757,10684089
Linkin Park,From the Inside,1136183,10635642
Linkin Park,Runaway,1135136,9474791
Linkin Park,A Place for My Head,1112267,10534643
Linkin Park,With You,1077568,9522064
Linkin Park,Don't Stay,1038737,9386007
Linkin Park,By Myself,1018575,8453187
Travis Scott,Antidote,64892,418323
Travis Scott,3500,28519,161606
Travis Scott,90210,26073,258878
Travis Scott,Backyard,22771,215372
Travis Scott,Upper Echelon,22690,91743
Travis Scott,Zombies,21398,154856
Travis Scott,Pornography,20775,781949
Travis Scott,Grey,20750,180950
Travis Scott,Drugs You Should Try It,20518,278330
Travis Scott,Basement Freestyle,20424,170281
Travis Scott,Drugs You Should Try,20161,296483
Travis Scott,Don't Play,18736,75602
Travis Scott,Pray 4 Love,17742,93058
Travis Scott,Impossible,17453,127574
Travis Scott,Quintana Pt. 2,17415,160507
Travis Scott,Nightcrawler,16698,106518
Travis Scott,Apple Pie,16397,117873
Travis Scott,I Can Tell,15779,1228709
Travis Scott,Oh My Dis Side,15473,104222
Travis Scott,A-Team,15215,73381
Coldplay,Yellow,3491826,37975487
Coldplay,Viva la Vida,3459404,40185063
Coldplay,The Scientist,2992294,31501548
Coldplay,Clocks,2814329,24394775
Coldplay,Fix You,2578633,25846511
Coldplay,Sparks,2480029,36205004
Coldplay,Paradise,1945467,18936949
Coldplay,Don't Panic,1761446,16083766
Coldplay,Trouble,1679341,12793288
Coldplay,In My Place,1595662,12458005
Coldplay,Speed of Sound,1539412,11746663
Coldplay,A Sky Full of Stars,1384745,12222661
Coldplay,Violet Hill,1352158,12299800
Coldplay,Adventure of a Lifetime,1305207,11763576
Coldplay,Shiver,1289798,9920034
Coldplay,Talk,1229010,9291557
Coldplay,Hymn for the Weekend,1161336,10756773
Coldplay,Green Eyes,1140175,8210471
Coldplay,God Put a Smile Upon Your Face,1043377,6764020
Coldplay,Strawberry Swing,1019284,8530775
The Neighbourhood,Sweater Weather,2869652,47839400
The Neighbourhood,Daddy Issues,1816415,29495247
The Neighbourhood,Softcore,1478032,25176331
The Neighbourhood,You Get Me So High,1359878,22343707
The Neighbourhood,Afraid,1168668,12226298
The Neighbourhood,Reflections,1089513,17593473
The Neighbourhood,Pretty Boy,979245,13073655
The Neighbourhood,The Beach,900518,10533485
The Neighbourhood,Cry Baby,874479,11719800
The Neighbourhood,Stargazing,797526,9049183
The Neighbourhood,A Little Death,666985,8296137
The Neighbourhood,Nervous,644672,7537426
The Neighbourhood,Wires,621149,6158207
The Neighbourhood,Flawless,591482,5832904
The Neighbourhood,Baby Came Home 2 / Valentines,580875,5962510
The Neighbourhood,Devil's Advocate,549581,6396599
The Neighbourhood,R.I.P. 2 My Youth,541513,5787500
The Neighbourhood,Cherry Flavoured,505540,5454127
The Neighbourhood,W.D.Y.W.F.M?,478260,4701259
The Neighbourhood,Void,475776,5710738
SZA,Kill Bill,2121332,43681972
SZA,Snooze,1505265,25352513
SZA,Good Days,1466629,25871025
SZA,Broken Clocks,1180391,19863943
SZA,Saturn,1156373,17610664
SZA,Low,1118419,18869577
SZA,Love Galore (feat. Travis Scott),1110307,16994198
SZA,Nobody Gets Me,1096077,18528019
SZA,Open Arms (feat. Travis Scott),1048091,15873673
SZA,Shirt,1029256,15424408
SZA,The Weekend,959234,11687497
SZA,Drew Barrymore,914534,15443485
SZA,Normal Girl,893229,14339451
SZA,Blind,891338,12627484
SZA,I Hate U,882693,11979269
SZA,Ghost in the Machine (feat. Phoebe Bridgers),828496,12141663
SZA,Supermodel,812608,12934229
SZA,Doves in the Wind (feat. Kendrick Lamar),783163,9178162
SZA,Used (feat. Don Toliver),773974,8702166
SZA,Seek & Destroy,757194,9503779
Childish Gambino,Redbone,1943810,27888887
Childish Gambino,3005,1466915,21659960
Childish Gambino,Heartbeat,1420348,20286898
Childish Gambino,Me and Your Mama,1417305,21825412
Childish Gambino,LES,1381002,24858732
Childish Gambino,Bonfire,1022239,10321621
Childish Gambino,III. Urn,932628,9868163
Childish Gambino,Sober,880669,8441263
Childish Gambino,This Is America,856275,7004933
Childish Gambino,IV. Sweatpants,849436,9225544
Childish Gambino,Feels Like Summer,824732,7613604
Childish Gambino,"III. Telegraph Ave. (""Oakland"" by Lloyd)",617477,7362592
Childish Gambino,I. The Worst Guys,527838,5249099
Childish Gambino,Lithonia,483513,5513238
Childish Gambino,Terrified,432130,2701491
Childish Gambino,Fire Fly,423794,3050335
Childish Gambino,I. Pink Toes,401890,3249689
Childish Gambino,Baby Boy,395889,2666667
Childish Gambino,Summertime Magic,392015,3039371
Childish Gambino,Have Some Love,381924,1998932
Joji,SLOW DANCING IN THE DARK,1773686,35600220
Joji,Glimpse of Us,1456671,30601024
Joji,YEAH RIGHT,1048365,18104350
Joji,Worldstar Money (Interlude),1027371,15554995
Joji,Sanctuary,908762,15091529
Joji,Die for You,876795,14976571
Joji,Will He,829052,11915669
Joji,Gimme Love,818645,11940167
Joji,Run,685454,11202197
Joji,CAN'T GET OVER YOU (feat. Clams Casino),623089,7968640
Joji,Like You Do,573683,9480018
Joji,TEST DRIVE,537674,6810345
Joji,WANTED U,530677,6876243
Joji,Daylight,498890,6456373
Joji,Demons,487700,5469325
Joji,Afterthought,479022,6502833
Joji,ATTENTION,468115,6068477
Joji,Ew,461861,6492946
Joji,Feeling Like the End,460764,5626853
Joji,YUKON (INTERLUDE),445464,6896364
Playboi Carti,Sky,1285964,24437629
Playboi Carti,Magnolia,1268377,20091573
Playboi Carti,Location,1138264,24594308
Playboi Carti,ILoveUIHateU,966556,22558149
Playboi Carti,R.I.P.,910094,20554440
Playboi Carti,Vamp Anthem,890859,14437607
Playboi Carti,wokeuplikethis*,788780,12951700
Playboi Carti,New Tank,749130,15168047
Playboi Carti,Foreign,734309,11833673
Playboi Carti,EVIL J0RDAN,708389,9012303
Playboi Carti,Stop Breathing,674230,13545928
Playboi Carti,Rockstar Made,638685,11192338
Playboi Carti,FlatBed Freestyle,635966,9124790
Playboi Carti,Lean 4 Real (feat. Skepta),634420,11021516
Playboi Carti,RATHER LIE (with The Weeknd),619277,11180386
Playboi Carti,Yah Mean,590707,9510151
Playboi Carti,On That Time,586725,10673355
Playboi Carti,Over,561484,12620124
Playboi Carti,Flex,541126,9205738
Playboi Carti,All Red,531880,13400912
Olivia Dean,Man I Need,716423,6905507
Olivia Dean,So Easy (To Fall In Love),692897,5787208
Olivia Dean,Nice To Each Other,569268,5120991
Olivia Dean,Dive,475516,3805026
Olivia Dean,A Couple Minutes,393485,2957255
Olivia Dean,The Hardest Part,353843,2539033
Olivia Dean,Let Alone The One You Love,340122,2615226
Olivia Dean,Baby Steps,319826,2189866
Olivia Dean,Lady Lady,305759,2187159
Olivia Dean,I've Seen It,297707,2156738
Olivia Dean,Ok Love You Bye,275770,1993375
Olivia Dean,Close Up,238334,1451486
Olivia Dean,Something Inbetween,228222,1430943
Olivia Dean,Loud,202249,1397394
Olivia Dean,Ladies Room,186551,1126463
Olivia Dean,The Art of Loving (Intro),170421,962991
Olivia Dean,Echo,166290,857309
Olivia Dean,It IsnŌĆÖt Perfect But It Might Be - from ŌĆ£Bridget Jones: Mad About the BoyŌĆØ Original Motion Picture Soundtrack,146064,984717
Olivia Dean,The Hardest Part (feat. Leon Bridges),131351,650635
Olivia Dean,Dangerously Easy,120249,532118
Future,Mask Off,1268155,12281484
Future,Like That,1228522,21521170
Future,Type Shit,896081,15214493
Future,WAIT FOR U (feat. Drake & Tems),890938,13361853
Future,Life Is Good (feat. Drake),830604,9663679
Future,Solo,787233,12231308
Future,Low Life (feat. The Weeknd),787138,10395729
Future,PUFFIN ON ZOOTIEZ,674008,11391393
Future,The Percocet & Stripper Joint,563021,8830333
Future,I Serve the Base,511398,7143355
Future,Cinderella,485791,6897768
Future,WE STILL DON'T TRUST YOU,444317,5152839
Future,Young Metro,431702,4251111
Future,Codeine Crazy,426942,7916093
Future,We Don't Trust You,404490,3647253
Future,LIL DEMON,388498,3484954
Future,Fine China,361303,4461571
Future,Too Comfortable,360272,4165691
Future,Drankin N Smokin,353041,3889879
Future,March Madness,348811,4206423
Olivia Rodrigo,good 4 u,1750150,35220998
Olivia Rodrigo,deja vu,1570391,29527122
Olivia Rodrigo,drivers license,1560492,29902800
Olivia Rodrigo,vampire,1441878,32800423
Olivia Rodrigo,traitor,1417818,24719974
Olivia Rodrigo,"jealousy, jealousy",1365339,24314215
Olivia Rodrigo,brutal,1285506,22417068
Olivia Rodrigo,favorite crime,1257150,25091988
Olivia Rodrigo,bad idea right?,1161440,24466055
Olivia Rodrigo,happier,1141147,18183596
Olivia Rodrigo,lacy,986479,20061461
Olivia Rodrigo,all-american bitch,953622,20694994
Olivia Rodrigo,get him back!,945744,19674308
Olivia Rodrigo,"1 step forward, 3 steps back",925466,14393368
Olivia Rodrigo,enough for you,882076,14188091
Olivia Rodrigo,obsessed,794334,13823157
Olivia Rodrigo,love is embarrassing,791883,17946938
Olivia Rodrigo,hope ur ok,774298,11243587
Olivia Rodrigo,ballad of a homeschooled girl,763188,14569501
Olivia Rodrigo,making the bed,762609,14761524
Michael Jackson,Billie Jean,3046698,24372676
Michael Jackson,Beat It,2453513,17587363
Michael Jackson,Thriller,2207985,13194893
Michael Jackson,Rock With You - Single Version,1313020,10027748
Michael Jackson,P.Y.T. (Pretty Young Thing),1269404,8756982
Michael Jackson,Don't Stop 'Til You Get Enough,1233137,6961536
Michael Jackson,Smooth Criminal - 2012 Remaster,1179887,7687269
Michael Jackson,Remember the Time,1174109,8704218
Michael Jackson,Black or White,1107855,6329453
Michael Jackson,Human Nature,1049225,6914643
Michael Jackson,Wanna Be Startin' Somethin',973740,5526335
Michael Jackson,Chicago,970718,10380362
Michael Jackson,They Don't Care About Us,922905,5959573
Michael Jackson,Man in the Mirror,888088,5646908
Michael Jackson,Bad,873611,5103428
Michael Jackson,Smooth Criminal,808005,5648807
Michael Jackson,Dirty Diana,761842,4772863
Michael Jackson,The Way You Make Me Feel,748258,4202749
Michael Jackson,The Way You Make Me Feel - 2012 Remaster,742984,4029273
Michael Jackson,Love Never Felt So Good,720298,4881903
Clairo,Sofia,1621662,26119240
Clairo,Bags,1494417,33154699
Clairo,Pretty Girl,1265970,15218677
Clairo,Juna,1205948,20563462
Clairo,4EVER,1128477,15910384
Clairo,Amoeba,1109377,19919098
Clairo,Flaming Hot Cheetos,1098242,13797075
Clairo,bubble gum,1051647,13552710
Clairo,Sexy To Someone,957018,13566438
Clairo,Hello?,888671,9775651
Clairo,Softly,784382,9929868
Clairo,Slow Dance,744454,7750606
Clairo,Add Up My Love,663353,8150745
Clairo,Terrapin,631313,6396615
Clairo,Second Nature,600244,6343066
Clairo,Nomad,577628,6623245
Clairo,How - demo,554362,5327279
Clairo,North,528147,6347171
Clairo,Alewife,494174,4965921
Clairo,2 Hold U,483754,3909852
TV Girl,Lovers Rock,2086959,47890442
TV Girl,Not Allowed,1629950,36576019
TV Girl,Cigarettes out the Window,1599936,29728329
TV Girl,Blue Hair,1359073,20506757
TV Girl,The Blonde,1148233,15361954
TV Girl,It Almost Worked,919492,12944607
TV Girl,Taking What's Not Yours,905309,12661655
TV Girl,Loving Machine,903292,11057100
TV Girl,Birds Dont Sing,829425,9399155
TV Girl,Louise,728904,8251275
TV Girl,Hate Yourself,587088,6333289
TV Girl,Song About Me,483119,5627126
TV Girl,Safeword,450163,4136958
TV Girl,Daughter of a Cop,446599,3670132
TV Girl,Pretty Boy,408521,3839987
TV Girl,Pantyhose,399869,3214774
TV Girl,My Girlfriend,323203,2947248
TV Girl,For You,288187,2420849
TV Girl,(Do The) Act Like You Never Met Me,251887,2341743
TV Girl,Heaven Is a Bedroom,245451,2174830
Lil Uzi Vert,XO TOUR Llif3,1450339,24909890
Lil Uzi Vert,20 Min,1280662,23212714
Lil Uzi Vert,Just Wanna Rock,1017621,12898432
Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),937227,15744615
Lil Uzi Vert,Money Longer,731131,8810334
Lil Uzi Vert,Watch This - ARIZONATEARS Pluggnb Remix,678950,7622720
Lil Uzi Vert,Neon Guts (feat. Pharrell Williams),665935,8494024
Lil Uzi Vert,Homecoming,664921,7658781
Lil Uzi Vert,Silly Watch,542827,6667162
Lil Uzi Vert,Erase Your Social,535806,7669064
Lil Uzi Vert,Flooded the Face,502505,6600128
Lil Uzi Vert,Myron,501137,6372653
Lil Uzi Vert,Sauce It Up,474635,5676598
Lil Uzi Vert,Sanguine Paradise,468858,6528061
Lil Uzi Vert,Baby Pluto,436506,5424654
Lil Uzi Vert,You Was Right,426751,4690603
Lil Uzi Vert,Lo Mein,424518,4985864
Lil Uzi Vert,P2,420909,5272998
Lil Uzi Vert,Yessirskiii,410346,5417033
Lil Uzi Vert,Aye (feat. Travis Scott),397961,3374008
Zara Larsson,Lush Life,1341026,11926021
Zara Larsson,Never Forget You,649817,4320445
Zara Larsson,Midnight Sun,520440,8150392
Zara Larsson,Ain't My Fault,484036,3660775
Zara Larsson,Ruin My Life,426361,3777216
Zara Larsson,Can't Tame Her,213664,2575924
Zara Larsson,I Would Like,197123,1398617
Zara Larsson,Blue Moon,188716,1501934
Zara Larsson,Pretty Ugly,186156,1909931
Zara Larsson,Hot & Sexy,175614,1739149
Zara Larsson,Uncover,175237,1118958
Zara Larsson,WOW,162599,1496319
Zara Larsson,I Can't Fall in Love Without You,160838,1003046
Zara Larsson,WOW (feat. Sabrina Carpenter) - Remix,159463,959427
Zara Larsson,Crush,155401,1241174
Zara Larsson,On My Love,152189,937083
Zara Larsson,Love Me Land,149492,2182207
Zara Larsson,Eurosummer,141216,1398470
Zara Larsson,Girl's Girl,138629,1134110
Zara Larsson,All the Time,138057,1548569
Beyoncķ,Halo,1758233,14412527
Beyoncķ,Crazy in Love (feat. JAY-Z),1667552,13123753
Beyoncķ,Single Ladies (Put a Ring on It),1573027,10365799
Beyoncķ,Irreplaceable,1499373,10400073
Beyoncķ,If I Were a Boy,1096919,7489476
Beyoncķ,Sweet Dreams,1073244,9418526
Beyoncķ,Love on Top,1032309,9683757
Beyoncķ,Diva,1015124,8547145
Beyoncķ,CUFF IT,930257,16397048
Beyoncķ,Run the World (Girls),853780,6629010
Beyoncķ,Naughty Girl,809381,5553577
Beyoncķ,Partition,794282,9167155
Beyoncķ,11-Jul,758825,6687963
Beyoncķ,Formation,738693,10054323
Beyoncķ,BREAK MY SOUL,731319,13105080
Beyoncķ,Beautiful Liar,730575,5313932
Beyoncķ,TEXAS HOLD 'EM,719961,8021020
Beyoncķ,Crazy in Love,703590,3472606
Beyoncķ,AMERICA HAS A PROBLEM,650946,12244631
Beyoncķ,ALIEN SUPERSTAR,643750,15727551
